module_id,code,name,filtered_data
12773,PH-090,Exploring Public Health,PH90
12775,PH-091,Topics in Public Health,PH91
12786,PH-120R,Health Policies/Lifestyles,PH120R
12791,ECE-164,Analog Integrtd Circuit Design,ECE164
12795,HIAF-111,Modern Africa Since 1880,HIAF111
12797,PH-157,Intersectionality&PublicHealth,PH157
12802,ECE-165,Digtl Integrated Circuit Desgn,ECE165
12816,LTIT-002A,Intermediate Italian I,LTIT2A
12824,ECE-166,Microwave Systems and Circuits,ECE166
12828,PH-223,Intro to Comm-Engd Hlth Rsch,PH223
12840,PH-275,HSRIS Colloquium Series,PH275
12843,SOCG-226,Political Sociology,SOCG226
12844,PH-289R,Implementation Science,PH289R
12849,PH-417R,CVD Epidemiology,PH417R
12853,PH-429,Substance Use/Population Hlth,PH429
12854,ECE-148,Intro to Autonomous Vehicles,ECE148
12857,PH-433,The Internet as Data,PH433
12859,PH-442,Qualitative Research Methods,PH442
12907,ECE-109,Engineering Probability&Stats,ECE109
12933,SOCG-255C,Colloquium in Science Studies,SOCG255C
12944,ECE-155,Digital Communications Theory,ECE155
12949,LTKO-001A,Beginning Korean:First Yr. I,LTKO1A
12983,SOCG-290,Graduate Seminar,SOCG290
12985,LTKO-002A,Intermediate Korean:2nd Yr I,LTKO2A
13004,SOCI-104Q,Qualitative Interviewing,SOCI104Q
13013,ECE-158A,Data Networks I,ECE158A
13018,HITO-194,History Honors,HITO194
13022,ECE-108,Digital Circuits,ECE108
13026,PHB-281,Biostatistics Seminar Series,PHB281
13028,HITO-196,Honors Seminar,HITO196
13035,PHIL-001,Introduction to Philosophy,PHIL1
13043,PHIL-010,Introduction to Logic,PHIL10
13050,PHIL-013,Intro to Philosophy:  Ethics,PHIL13
13062,LTKO-130F,Third-Year Korean I,LTKO130F
13080,ECE-161A,Intr/Digital Signal Processing,ECE161A
13084,SOCI-125,Sociology of Immigration,SOCI125
13087,LTLA-001,Beginning Latin,LTLA1
13092,ECE-171B,Linear Control System Theory,ECE171B
13093,PHIL-027,Ethics And Society,PHIL27
13098,LTLA-100,Introduction/Latin Literature,LTLA100
13100,PHIL-028,Ethics And Society II,PHIL28
13110,SOCI-137,Sociology of Food,SOCI137
13114,SOCI-145,Violence and Society,SOCI145
13131,PHIL-035,Philosophy in the Americas,PHIL35
13134,PHIL-050,Law & Society,PHIL50
13139,PHIL-051,Climate Ethics,PHIL51
13152,PHIL-087,Freshman Seminar,PHIL87
13164,SOCI-134,The Making of Modern Medicine,SOCI134
13179,SOCI-138,Genetics and Society,SOCI138
13194,ECE-191,Engineering Group Design Proj,ECE191
13224,PHIL-120,Symbolic Logic,PHIL120
13225,SOCI-150,Madness and the Movies,SOCI150
13237,ECE-197,ECE Internship,ECE197
13244,ECE-198,Direct Group Study,ECE198
13248,ECE-199,Independent Study/Undergrads,ECE199
13249,ECE-200,Research Conference,ECE200
13254,ECE-201,Introduction to Biophysics,ECE201
13264,ECE-203,Biomedical Integrat Circ & Sys,ECE203
13278,ECE-207A,Prin of Medical Imaging I,ECE207A
13286,LTRU-001A,First-Year Russian,LTRU1A
13313,PHIL-134,Philosophy of Language,PHIL134
13316,SOCI-175,Nationality and Citizenship,SOCI175
13330,LTRU-002A,Second Year Russian,LTRU2A
13333,ECE-212AN,Princples/Nanoscience &NanoTec,ECE212AN
13336,PHIL-136,Philosophy of Mind,PHIL136
13347,ECE-230A,Solid State Electronics I,ECE230A
13356,HIGR-200,History and Theory,HIGR200
13363,PHIL-142,Philosophy of Emotion,PHIL142
13382,SOCE-194,Research Seminar/Washington DC,SOCE194
13384,LTRU-104B,Advanced Practicum in Russian,LTRU104B
13404,LTRU-110A,Russian&Soviet Lit/1800-1860,LTRU110A
13406,PHIL-153,Philosophy and Animals,PHIL153
13424,ECE-225A,Prob & Stats for Data Science,ECE225A
13426,PHIL-110,History of Philosophy: Ancient,PHIL110
13431,SOCG-227,Ethnographic Film: Media Meth,SOCG227
13433,ECE-226,Optimize&Accelerate/Platforms,ECE226
13437,ECE-236A,Fund of Heterostrc Materl/Dev,ECE236A
13453,PHIL-159,Metaethics,PHIL159
13472,PHIL-168,Philosophy Of Law,PHIL168
13497,SOCG-252,Research Practicum I,SOCG252
13500,PHIL-167,Contemporary Political Phil,PHIL167
13501,SOCG-253,Research Practicum II,SOCG253
13517,ECE-222A,Antennas & Their System Applic,ECE222A
13535,PHIL-173,Topics in Bioethics,PHIL173
13537,LTSP-002C,Intermediate Spanish III,LTSP2C
13544,SOCG-271,Teaching Sociology,SOCG271
13548,LTSP-002F,Spanish Heritage Learners II,LTSP2F
13549,PHIL-176,Philosophy of Culture,PHIL176
13557,LTSP-003F,Spanish Heritage Learners III,LTSP3F
13575,ECE-240A,Lasers and Optics,ECE240A
13578,LTSP-002A,Intermediate Spanish I,LTSP2A
13579,PHIL-147,Philosophy of Biology,PHIL147
13602,HITO-087,First-year Seminar,HITO87
13605,LTSP-002B,Intermediate Spanish II,LTSP2B
13614,HITO-100,The Craft of History,HITO100
13619,SOCI-122,Social Networks,SOCI122
13620,SOCI-123,Japanese Culture Inside/Out,SOCI123
13628,PHIL-189,Applied Ethics,PHIL189
13633,ECE-241A,Nonlinear Optics,ECE241A
13642,PHIL-195P,Pedagogy & Learning Appr.,PHIL195P
13645,PHIL-191A,Philosophy Honors,PHIL191A
13650,PHIL-191B,The Honors Essay,PHIL191B
13661,PHIL-199,Directed Individual Study,PHIL199
13663,SOCI-140K,Law and Society in China,SOCI140K
13667,SOCI-143V,Love,SOCI143V
13668,PHIL-200,Proseminar,PHIL200
13673,LTSP-087,First-year Seminar,LTSP87
13674,PHIL-210,Greek Philosophy,PHIL210
13684,PHIL-202,Core Course in Ethics,PHIL202
13694,LTSP-100A,Adv Spanish Language & Culture,LTSP100A
13703,LTSP-100F,Adv Span Heritage Lang & Cult,LTSP100F
13710,SOCI-173,"Soc/Health, Illness, Medicine",SOCI173
13724,SOCI-183,Geography/American Opportunity,SOCI183
13728,ECE-247A,Advanced BioPhotonics,ECE247A
13747,LTSP-116,Representatns/Span Colonialism,LTSP116
13750,HITO-136,Jews/AfricanAmericans/Slavery,HITO136
13763,ECE-250,Random Processes,ECE250
13765,PHIL-209C,Colloquium in Science Studies,PHIL209C
13777,SOCI-030,"Science, Technology & Society",SOCI30
13781,SOCI-050,Introduction to Law & Society,SOCI50
13785,SOCI-060,Practice of Social Research,SOCI60
13806,ECE-251C,Filter Banks and Wavelets,ECE251C
13826,PHIL-220,"Agency,Responsibility&Freedom",PHIL220
13845,ECE-253,Fundmntls/Digital Image Proces,ECE253
13855,HITO-193,Research Seminar/Washington DC,HITO193
13902,PHIL-271,"Agency, Morality, and Psych RG",PHIL271
13911,ECE-257A,Modern Communication Networks,ECE257A
13914,PHIL-275,German Philosophy RG,PHIL275
13924,PHIL-277,Phenomenology Reading Group,PHIL277
13927,PHIL-278,Tops&Meths/Contemp Philosophy,PHIL278
13935,ECE-258A,Digital Communications I,ECE258A
13937,PHIL-280,Phil of Sci Topics & Methods,PHIL280
13939,PHIL-281,Hist of Phil/Research Methods,PHIL281
13943,PHIL-282,Topics & Methods in Ethics,PHIL282
13946,PHIL-283,Topics & Methods Latin Am Phil,PHIL283
13950,PHIL-284,Philosophy of Bio Research Grp,PHIL284
13952,ECE-255A,Information Theory,ECE255A
13957,PHIL-286,Philosophy/Physic Research Grp,PHIL286
13958,PHIL-287,Greek Reading Group,PHIL287
13964,PHIL-290,Directed Independent Study,PHIL290
13966,PHIL-295,Research Topics,PHIL295
13970,PHIL-299,Thesis Research,PHIL299
13973,PHIL-500,Apprentice Teaching,PHIL500
13980,ECE-259C,Advanced Topics in Coding,ECE259C
13989,ECE-260A,VLSI Digit Sys Algorithms&Arch,ECE260A
13994,HIUS-112,The U.S. Civil War,HIUS112
14008,LTSP-145,Hispanic Memory/HumRghts/Cultr,LTSP145
14011,ECE-263,Pwr Mgmt Integr Circuits Des,ECE263
14019,HIUS-114A,California:Conquest-Gold Rush,HIUS114A
14037,ECE-264C,CMOS Analg Integr Circ&Sys III,ECE264C
14055,ECE-265C,Power Amplifiers/Wireless Comm,ECE265C
14069,ECE-266B,CMOS Circuits Lab II,ECE266B
14090,ECE-238A,Thermodynamics of Solids,ECE238A
14118,ECE-271A,Statistical Learning I,ECE271A
14193,LTSP-175,"Feminisms, Gender, & Sexuality",LTSP175
14203,BIOM-296,Directed Reading,BIOM296
14214,BIOM-298,Directed Study,BIOM298
14222,BIOM-299,Independent Study,BIOM299
14223,ECE-276C,Robot Manipulation and Control,ECE276C
14227,LTSP-192,Senior Seminar,LTSP192
14233,ASTR-200,Survey of Astronomy,ASTR200
14275,ECE-284,Topics/Computer Engineering,ECE284
14282,ECE-285,Spec Topic/Signal&Imag/Robotic,ECE285
14290,HIUS-146,"Race, Riots & Violence in U.S.",HIUS146
14292,ECE-287,Spec Topics/Comm Theory & Syst,ECE287
14298,PHYS-001A,Mechanics,PHYS1A
14320,PHYS-001AL,Mechanics Laboratory,PHYS1AL
14329,PHYS-001B,Electricity and Magnetism,PHYS1B
14342,LTSP-272,Literature & Society Studies,LTSP272
14353,HIUS-156,American Women/Amern Womanhood,HIUS156
14361,PHYS-001BL,Electricity & Magnetism Lab,PHYS1BL
14386,ECE-298,Independent Study,ECE298
14387,PHYS-001C,"Waves, Optics & Modern Physics",PHYS1C
14390,ECE-299,Research,ECE299
14393,LTTH-115,Introduction/Critical Theory,LTTH115
14394,ECE-501,Teaching,ECE501
14397,ECON-001,Principles of Microeconomics,ECON1
14408,ECON-003,Principles of Macroeconomics,ECON3
14412,PHYS-001CL,"Waves,Optics&Modrn Phys Lab",PHYS1CL
14419,ECON-002,Market Imperfections & Policy,ECON2
14433,PHYS-002A,Physics-Mechanics,PHYS2A
14437,LTTH-210A,Literary Scholarship,LTTH210A
14438,ECON-004,Financial Accounting,ECON4
14444,HIUS-181,Topics in 20th Century U.S.,HIUS181
14453,ECON-005,Data Analytics/Social Sciences,ECON5
14468,LTTH-250,Writing and Theory,LTTH250
14471,PHYS-002B,Phys-Electricity and Magnetism,PHYS2B
14479,ECON-086,10x10 Career Lessons,ECON86
14487,PHYS-002C,"Physics-Flu,Wav,Thrmdyn,Optics",PHYS2C
14499,ECON-100A,Microeconomics A,ECON100A
14502,PHYS-002CL,Phys Lab-Elec&Magnetism,PHYS2CL
14520,PHYS-002D,Phys-Relativity&Quantm Physics,PHYS2D
14523,LTWL-012,Migration and Literature,LTWL12
14529,ECON-100B,Microeconomics B,ECON100B
14533,PHYS-002DL,Physics Lab-Modern Physics,PHYS2DL
14535,LTWL-101,Death & Life in Ancient Egypt,LTWL101
14550,ECON-100BH,Honors Microeconomics B,ECON100BH
14569,ECON-100C,Microeconomics C,ECON100C
14593,ECON-102,Globalization,ECON102
14601,PHYS-004C,Phys Majrs-Elect & Magnetism,PHYS4C
14603,ECON-103,International Monetary Relatns,ECON103
14668,ECON-110A,Long Run Macroeconomics,ECON110A
14676,LTWL-172,Special Topics in Literature,LTWL172
14692,ECON-110AH,Honors Macroeconomics A,ECON110AH
14701,ECON-110B,Short Run Macroeconomics,ECON110B
14721,PHYS-012,Energy and the Environment,PHYS12
14722,LTWL-194,Capstone Course for Lit Majors,LTWL194
14733,PHYS-039,Phys Intro Spec. Topics,PHYS39
14736,LTWR-008A,Writing Fiction,LTWR8A
14756,LTWR-008B,Writing Poetry,LTWR8B
14758,PHYS-100A,Electromagnetism I,PHYS100A
14783,HUM-001,AncientMediterraneanWorld,HUM1
14794,ECON-120A,Econometrics A,ECON120A
14804,HUM-003,"Renaissance,Reform&Early Europ",HUM3
14806,PHYS-110A,Mechanics I,PHYS110A
14808,LTWR-100W,Short Fiction Workshop,LTWR100W
14822,ECON-120B,Econometrics B,ECON120B
14828,LTWR-102W,Poetry Workshop,LTWR102W
14838,LTWR-103C,Digital Poetics Craft,LTWR103C
14844,ECON-120C,Econometrics C,ECON120C
14856,PHYS-122,Experimental Techniques,PHYS122
14865,LTWR-106C,Sci Fi Fantasy Craft,LTWR106C
14882,HUM-088,LearnSustainableWell-Being/Hum,HUM88
14884,HUM-100,Advanced Topics/Humanities,HUM100
14890,ECON-130,Public Policy,ECON130
14893,PHYS-130B,Quantum Physics II,PHYS130B
14896,ECON-131,Economics of the Environment,ECON131
14914,LTWR-113C,Intercultural Writing Craft,LTWR113C
14920,PHYS-133,Condensed Matter/MATL Sci. Lab,PHYS133
14928,LTWR-114C,Graphic Texts Craft,LTWR114C
14941,LTWR-115C,Experimental Writing Craft,LTWR115C
14942,PHYS-139,Special Topics,PHYS139
14947,PHYS-140A,Statistical & Thermal Phys I,PHYS140A
14961,ECON-140,Econ of Health Care Finance,ECON140
14971,PHYS-141,Comp Phys I:Prob Models & Simu,PHYS141
14975,PHYS-142,Comp Phys II:PDE & Matrix Modl,PHYS142
14976,ECON-141,Economics of Health Consumers,ECON141
14988,HUM-501,Apprentice Teaching,HUM501
15007,ECON-121,Applied Econometrics & Data,ECON121
15012,LTWR-126W,Creative Nonfiction Workshop,LTWR126W
15028,VIS-143A,Virtual Environments I,VIS143A
15033,PHYS-161,Black Holes,PHYS161
15034,LTWR-129C,Distributing Literature Craft,LTWR129C
15039,PHYS-162,Modern Cosmology,PHYS162
15055,LTWR-148,Theory for Writers,LTWR148
15071,LTWR-194,Capstone Course for Writing,LTWR194
15080,PHYS-175,Biological Physics,PHYS175
15084,INTL-100,Analysis/Argument/Real-World,INTL100
15088,INTL-101,Cult & Society/Intrn'l Perspec,INTL101
15095,LTWR-215,Cross-Genre Workshop,LTWR215
15098,INTL-102,"Econ, Politics & Intn'l Change",INTL102
15108,PHYS-191,Undergraduate Seminar/Physics,PHYS191
15109,INTL-190,Seminar/International Studies,INTL190
15122,INTL-190H,Honors Seminar/ Int'l Studies,INTL190H
15130,MAE-002,Intro to Aerospace Engineering,MAE2
15138,PHYS-200A,Theoretical Mechanics I,PHYS200A
15141,MAE-008,MATLAB Program for Engr Analys,MAE8
15143,MAE-021,Aerospace Materials Science,MAE21
15148,MAE-030A,Statics & Intro to Dynamics,MAE30A
15149,PHYS-201,Mathematical Physics,PHYS201
15151,GPCO-401,Microeconomics for Policy/Mgmt,GPCO401
15152,PHYS-202,Physics Estimates,PHYS202
15161,MAE-040,Linear Circuits,MAE40
15186,PHYS-210B,Nonequilib/Statistical Mechans,PHYS210B
15189,MAE-108,Prob & Stats/Method for Eng,MAE108
15192,PHYS-211A,Solid-State Physics I,PHYS211A
15195,MAE-114,Space Propulsion,MAE114
15197,PHYS-212A,Quantum Mechanics I,PHYS212A
15228,PHYS-215A,Quantum Fields I,PHYS215A
15242,PHYS-215D,Sel. Topics in Quantum Fields,PHYS215D
15250,GPCO-453,Quantitative Methods I,GPCO453
15252,PHYS-217,Fld Thry/Renormaliztn Group,PHYS217
15272,PHYS-219,Condensed Matter/MATL Sci. Lab,PHYS219
15273,MAE-143A,Signals and Systems,MAE143A
15277,MAE-144,Embedded Control & Robotics,MAE144
15291,MAE-148,Intro to Autonomous Vehicles,MAE148
15299,MAE-152,Intro Manual and CNC Machining,MAE152
15305,MAE-154,Prod. Desgn. & Entrepreneur.,MAE154
15320,GPCO-412,Globalization,GPCO412
15322,MAE-165,Fatige&Failure Anlys/Eng Comp,MAE165
15326,PHYS-225A,General Relativity,PHYS225A
15347,MAE-180,Orbital Mechanics,MAE180
15361,MAE-190,Topics in Mech and Aero Eng,MAE190
15368,MAE-201,Mechanics of Fluids,MAE201
15371,MAE-202,Thermal Processes,MAE202
15373,MAE-203,Solid Mechanics and Materials,MAE203
15384,GLBH-181,Essentials of Global Health,GLBH181
15385,MAE-208,Mathematics for Engineers,MAE208
15398,GPEC-486,Economic/Social Develop/China,GPEC486
15406,PHYS-241,Comp Phys I:Prob Models & Simu,PHYS241
15413,PHYS-242,Comp Phys II:PDE & Matrix Modl,PHYS242
15422,MAE-221A,Conduction Heat Transfer,MAE221A
15440,PHYS-250,Condensed Matter Physics Sem,PHYS250
15443,PHYS-251,High Energy Physics Seminar,PHYS251
15445,PHYS-252,Plasma Physics Seminar,PHYS252
15449,PHYS-253,Astrophysics & Cosmology Sem,PHYS253
15457,PHYS-254,Biophysics Seminar,PHYS254
15463,PHYS-255,Biophysics Talks,PHYS255
15507,PHYS-275,Biological Physics,PHYS275
15528,PHYS-298,Directed Study in Physics,PHYS298
15530,PHYS-299,Thesis Research in Physics,PHYS299
15531,PHYS-500,Introduction/Physics Teaching,PHYS500
15535,POLI-005D,Data Analytics/Social Sciences,POLI5D
15546,POLI-010D,Intro/Poli Sci:Amer Politics,POLI10D
15551,POLI-011D,Intro/Poli Sci:Compar Politics,POLI11D
15557,POLI-012D,Intro/Poli Sci:Int'l Relations,POLI12D
15563,POLI-013D,Power and Justice,POLI13D
15584,POLI-030D,Political Inquiry,POLI30D
15618,SYN-002,Inquiring/Changing Planet,SYN2
15620,SYN-100,Engaging/Changing Planet,SYN100
15622,SYN-150,Defining Scope/Changing Planet,SYN150
15633,TDAC-106,Chekhov Acting,TDAC106
20639,ARCH-900.05,Revit Architecture I,ARCH900.05
21050,ART-813.15,Cntmpry Floral Dsgn Fall Flwr,ART813.15
21303,EDUC-800.12,Reading & Literacy Orientation,EDUC800.12
21586,EDUC-800.61,TESL Practicum,EDUC800.61
21766,EDUC-900.08,GRE Test Prep,EDUC900.08
21784,EDUC-900.11,MCAT Test Prep,EDUC900.11
21922,EDUC-900.34,Enlistment ASVAB Test Prep,EDUC900.34
22171,CDEV-700.00,Course Development- Photo,CDEV700.00
22180,LANG-901.19,Discuss TV/Video Int ESL,LANG901.19
22234,LANG-901.53,Volunteer Lead ESL Adv,LANG901.53
22240,LANG-901.57,Adv. Academic Skills,LANG901.57
22252,LANG-901.63,High-Int Academic Skills,LANG901.63
22257,LANG-901.69,Pre-Int/Int Academic Skills,LANG901.69
22270,LANG-901.80,High-Int/Adv Conv/Culture,LANG901.80
22343,LANG-902.28,Professional English Elect. I,LANG902.28
22373,LANG-902.37,Professional Leadership Sem.,LANG902.37
22385,LANG-902.44,Professional Elective IV,LANG902.44
22408,LANG-902.53,Disc.Idioms/Slang Pre-Int/Int.,LANG902.53
22414,LANG-902.54,Disc.Idioms/Slang High-Int/Adv,LANG902.54
22426,LANG-902.56,Disc TV/Film/Vid High-Int/Adv.,LANG902.56
22444,LANG-902.59,IELTS L/S High-Int/Adv.,LANG902.59
22456,LANG-902.61,Pre-Int/Int. Comm. Grammar,LANG902.61
22462,LANG-902.62,High-Int. Comm. Grammar,LANG902.62
22474,LANG-902.64,High-Int/Adv. Comm. Grammar,LANG902.64
22486,LANG-902.66,Military English,LANG902.66
27910,LING-900.12,Intro to Transl and Interp,LING900.12
28952,OSHR-700.01,Politics & Current Events 1,OSHR700.01
29013,OSHR-700.10,Activities & Events 1,OSHR700.10
29018,OSHR-700.11,Activities & Events 2,OSHR700.11
29025,OSHR-700.12,Activities & Events 3,OSHR700.12
29030,OSHR-700.13,Activities & Events 4,OSHR700.13
29069,OSHR-700.19,Art & Humanities 1,OSHR700.19
29077,OSHR-700.20,Art & Humanities 2,OSHR700.20
29187,OSHR-700.37,History 1,OSHR700.37
29227,OSHR-700.43,Literature 1,OSHR700.43
29233,OSHR-700.44,Literature 2,OSHR700.44
29240,OSHR-700.45,Literature 3,OSHR700.45
29859,OSHR-701.31,Literature 4,OSHR701.31
30742,BENG-900.11,BioEng Research Proposal,BENG900.11
30769,BENG-900.16,Mammalian Cell & Tissue,BENG900.16
31186,BIOL-800.07,Pharma & Biotech Drugs Journey,BIOL800.07
31716,BIOL-900.72,Fruit Fly Neurobio & Behavior,BIOL900.72
31728,BIOL-900.74,Applied Bioinfo & Biostats,BIOL900.74
31733,BIOL-900.75,Fundamentals Bioinfo & Biostat,BIOL900.75
31811,CSE-901.03,FTRS: Intro to Robotics w/JS,CSE901.03
32189,CSE-901.62,Python and Mathematics for ML,CSE901.62
32415,CSE-901.94,Digital Logic Circuits,CSE901.94
39191,BUSA-800.61,Crafting Unique Personal Brand,BUSA800.61
39198,BUSA-800.62,Interpersonal Communication,BUSA800.62
39205,BUSA-800.63,Navigating Conflict,BUSA800.63
39212,BUSA-800.64,Uncovering Unconscious Bias,BUSA800.64
39218,BUSA-800.65,Lean Six Sigma Cinturón Blanco,BUSA800.65
39371,BUSA-900.17,FTRS Business Decision Making,BUSA900.17
39711,BUSA-900.70,FTRS: Principles of Marketing,BUSA900.70
43959,WKSP-700.45,SDUSD Induction Mentor Service,WKSP700.45
43999,MARI-900.44,Introduction to Marine Science,MARI900.44
44047,MARI-900.51,Intro to Scientific Writing,MARI900.51
45854,INFO-700.34,Copyediting Information Sess,INFO700.34
46257,INFO-701.81,ELI Info & Resources,INFO701.81
46302,INFO-701.97,Project Management Information,INFO701.97
48400,RMED-800.15,LC Lecture Review,RMED800.15
48402,RMED-800.17,Clinical Preceptor Symposium,RMED800.17
48579,BIOM-900.06,Sports Medicine,BIOM900.06
48589,CSE-902.15,Foundations Programming & Math,CSE902.15
48691,EXAM-900.00,Entrance Exam: Translation,EXAM900.00
48722,OSHR-701.82,Osher - Law and Society,OSHR701.82
48724,OSHR-701.80,Osher - Master Class,OSHR701.80
48725,OSHR-701.86,Membership: Quarterly,OSHR701.86
48726,OSHR-701.85,Membership: Annual,OSHR701.85
48728,OSHR-701.84,Osher - Literature and History,OSHR701.84
48737,OSHR-701.81,Osher - Premier Class,OSHR701.81
48738,OSHR-701.89,Membership: Affiliate,OSHR701.89
48744,OSHR-701.83,Osher - Arts and Humanities,OSHR701.83
48757,OSHR-701.94,Osher - Sci/Med/Engineering,OSHR701.94
48758,OSHR-701.93,Osher - IR/Politics/CurrentEvt,OSHR701.93
48759,OSHR-701.93,Osher - IR/Politics/CurrentEvt,OSHR701.93
48760,OSHR-701.92,Osher - Business and Economics,OSHR701.92
48761,OSHR-701.91,Osher - Activities and Events,OSHR701.91
48762,OSHR-701.90,Osher - Discussion Groups,OSHR701.90
48779,LIGN-103,Ling Analysis: Syn/Sem/Prag,LIGN103
